대학,학과,전형,질문,답변,원본파일
숭실대학교(서울),실내건축학과,학생부종합(기회균형),알도 반 아이크 보고서 내용 설명해 보세요,건축 공간의 구성과 사용자의 지각방식이 정해진 절대적 규범이 아니라 상황과 맥락에 따라 다르 게 인식되는 것입니다. 그래서 ~,4fcfaffe-_______8.xlsx
숭실대학교(서울),실내건축학과,학생부종합(기회균형),다른 건축가 한 명 더 말해보세요,크리스토퍼 알렉산더가 생각납니다. 이 사람은 ~,4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU미래인재),영어 성적이 3년 내내 높은데 자신만의 영어 공부 노하우가 있나요?,저는 단순히 영어 지문을 외우지 않고 해석과 영어 본문을 비교하며 영어를 한층 더 이해하는 식 으로 공부를 했습니다. (버벅거림),4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU미래인재),생기부에 교육과 기술분야를 합친 에듀테크에 관한 내용이 많이 나오는데 에듀테크에 대한 전망과 본인의 생각에 대해 말해보세요.,우선 에듀테크는 정보통신기술을 활용한 차세대 교육이기 때문에 ~생략 ~ 이라는 장점을 가지고 있 기 때문에 전망은 매우 밝다고 생각합니다. 따라서 저는 이러한 에듀테크를 영어교육이라는 분야와 접목시킨다면 ~ 생략 ~ 이것을 이유로 앞으로 더 효과적인 교육이 이루어 질 수 있다고 생각합니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU미래인재),2학년 때 한국문화소개 영어 ucc 제작 대회에서 금상을 받았는데 대회에서 어떤 역할을 맡았고 ucc 내용이 무엇이였나요?,"이 ucc는 우리 나라의 전통 놀이 문화를 소개하는 영상으로 한국의 전통 놀이인 제기차기,닭싸움 등을 영어로 소개하였습니다. 저는 이 대회에서 대본 제작과 촬영 담당을 맡았으며 ~생략 ~ 이런 점을 느끼게 되었습니다.",4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU미래인재),2학년 진로활동 시간에 다감각(VAKT) 기반의 퍼날드 교수법에 대해 조사하였는데 이에 관해 자세 히 설명해주세요.,"퍼날드 교수법은 일반 학생보다는 장애를 가진 학생에 초점이 맞춰진 교수법입니다. 일반 교수법과 달리 시각, 청각, 운동감각, 촉각 등 가능한 모든 감각을 자극하는 교수법으로 ~생략 ~ 라는 특징 을 가지고 있습니다.",4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU미래인재),아까 에듀테크에 관한 전망에 대해 밝을 것 같다고 말했는데 그렇다면 메타버스 플랫폼을 활용한 교육에서는 장단점은 무엇이 있고 어떻게 해결할 수 있나요?,"우선 메타버스는 공간의 제약이 없기 때문에 훗날 코로나 19같은 전염병이 퍼지는 상황이 생긴다 고 해도 비대면으로 충분히 질높은 교육을 받을 수 있기 때문에 이런 것들이 장점이라 생각하고 인터넷 세계에서 일어나는 메타버스의 특성 상 사이버에서 일어나는 범죄들에 대해 취약할 것 같 습니다. 따라서 ~생략~ 이러한 점들이 단점이 될 것 이고, ~생략~ 이렇게 해결할 것입니다.",4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU미래인재),혹시 본인이 우리 학교에 입학하면 하고 싶은 것이 있나요?,이 학교가 AI분야에 관심이 매우 높다고 알고 있는데 저도 AI기술을 활용한 영어교육 프로그램을 직접 만들어 보고 싶습니다. (10분 타이머 종료됨),4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU미래인재),시간이 다된거 같은데 마지막으로 할 말 있나요?,~생략~하며 입학하면 숭실대의 명성을 높힐 수 있는 사람이 되겠습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(기회균형),우리 학교에 지원한 동기를 말씀해 주세요.,숭실대에 글로벌 소통과 언어 등이 교양필수로 지정되어 있다는 점이 내가 바라는 꿈과 숭실대가 추구하는 목표가 일치한다고 생각했기 때문입니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(기회균형),영어학과 영문학이 각각 무엇을 배우는지 아시나요?,영어학은 영어를 학문으로 배우고 영문학은 문학을 통해 영어에 바탕이 되는 미국과 영국의 역사 나 배경지식을 배우는 것이라 생각합니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(기회균형),영국 문학에 대해서는 알아보셨나요?,"아니요. 아직은 부족하지만, 숭실대 영어영문학과에서 열정적으로 배우고 싶습니다.",4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(기회균형),"영어 성적이 2학년 1학기, 3학년 1학기에 떨어지셨는데 그 이유는 무엇인가요?",(내가 생각하는 이유를 설명드림),4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(기회균형),영어 교사를 희망하는 것 같은데 왜 우리 학과에 지원하셨나요?,영어 교사를 희망하고 있지만 영어에 대한 인식을 새롭게 정립하는 것이 저의 최종 목표이기 때 문입니다. (이 질문에서 꼬리 질문이 많이 달림),4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(기회균형),영어를 어떻게 공부하셨나요?,친구들을 가르쳐주면서 공부했습니다. (이하 설명 생략),4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU 미래인재),"영어영문학과에 왜 지원하였고, 왜 숭실대에 지원하게 되었나요 ?",안녕하십니까. 저는 2학년 동아리 때 영어 선생님께서 셰익스피어의 4대 비극에 대해 소개해 주 신 적이 있습니다. 이후에 영문학에 대해 알아보면서 ~생략~ 숭실대의 진리와 봉사라는 이 키워 드를 바탕으로 사회에 기여하는 국제사회기구활동가가 되고 싶어 지원하게 되었습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU 미래인재),"국제사회기구활동가가 꿈이라면 사회과학대학을 가는 것도 방법일텐데, 왜 이 학과를 지원하게 되었나요?","그것 또한 방법이 될 수 있겠지만, 저는 국제사회, 정치, 경제를 알아보기 전에 먼저 저 자신과 타인에 대한 이해, 즉 인간에 대한 이해가 우선시 되어야 한다는 생각이 들었습니다. ~생략~",4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU 미래인재),1학년 때 교육에 관심이 있었던 것 같은데 2학년 때 국제 관련의 관심으로 바뀐 이유는 무엇인 가요?,"저는 교육에 관심이 있을 때도 가르침에 성취감을 얻기도 했지만, 친구들을 가르쳐주면서 제가 모르는 부분을 발견할 수 있고, 어디가 부족하고 보완해야 하는지 파악해 봄으로써, 저에 대해 더욱 알아갈 수 있고, 가르치는 상대에 대해 더욱 알아갈 수 있다는 부분에서 매력을 느꼈습니 다. 이러한 부분이 국제사회의 문화를 탐구하고 사회의 모습을 탐구하며 유사한 점이 있다는 것 을 알게 되었습니다. ~생략~",4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU 미래인재),아메리칸드림에 대한 양상을 탐구했네요. 이 <미나리>와 <햄릿> 두 가지의 비교활동에 대해 설 명해 줄래요?,"<미나리>의 아메리칸 드림의 양상으로는 ~생략~, <햄릿>의 아메리칸 드림으로는 ~생략~ 이 있 었습니다. 두 가지 모두 목표를 향해 나아가고자 노력하는 모습에서는 비슷한 양상을 띠고 있지 만, 개인적 아메리칸 드림과 공동체적 아메리칸 드림으로 나뉜다는 부분에서 비교 ~생략~",4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU 미래인재),<햄릿>의 죽음의 양상을 분석한 활동에 대해 설명해 주세요.,"저는 햄릿의 죽음을 신체적인 죽음과 정신적인 죽음으로 나누어서 살펴보았습니다. 먼저, 신체적 인 죽음으로는, ~생략~",4fcfaffe-_______8.xlsx
숭실대학교(서울),영어영문학과,학생부종합(SSU 미래인재),마지막으로 하고 싶은 말,숭실대학교 영어영문학과에 입학하여 ~생략~,4fcfaffe-_______8.xlsx
숭실대학교(서울),의생명시스템학부,학생부종합(SSU미래인재),(마지막 순서였음) 마지막까지 기다리느라 수고했어요. 힘들었죠?,아닙니다^^ 괜찮습니다^^,4fcfaffe-_______8.xlsx
숭실대학교(서울),의생명시스템학부,학생부종합(SSU미래인재),우리 숭실대학교에 지원해주셔서 감사해요(모든 지원자에게 말씀해주시는 듯). 면접 시작할게요. 먼저 우리 학과에 지원한 동기와 진로계획을 말해볼까요?,안녕하십니까. 저는 생명의 가치에 대해 고민하며 창조적으로 미래 문제를 해결할 예비 숭실인입니 다. 저는 극지 미생물의 메커니즘과 유전체를 분석해 혁신적인 합성 미생물학의 지식적 기틀을 마련 하고 싶어 숭실대학교 의생명시스템학부에 지원했습니다. ~~~,4fcfaffe-_______8.xlsx
숭실대학교(서울),의생명시스템학부,학생부종합(SSU미래인재),"(개인적으로 궁금한 듯이) 극지미생물의 항생물질을 연구해조고 싶다고 했는데, 극지 미생물에서 항생물질이 발견되나요?",네. 최근 극지 미생물과 관련된 논문에서 극지미생물에서 다양한 항생물질과 항생저항물질이 발견 되었다는 연구결과가 있습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),의생명시스템학부,학생부종합(SSU미래인재),합성생물학이 무엇인가요?,(정확한 정의는 아니지만 전공도서에 나온 뜻과 내 생각을 바탕으로 어영부영 말함. 이때부터 떨 리기 시작),4fcfaffe-_______8.xlsx
숭실대학교(서울),의생명시스템학부,학생부종합(SSU미래인재),유전자와 유전체의 차이가 무엇인가요?,"유전자는 ~이고, 유전체는 ~이라고 생각합니다. (예상하지 못한 질문이라 유전체의 뜻은 대충 맞 았으나 유전자는 틀림;)",4fcfaffe-_______8.xlsx
숭실대학교(서울),의생명시스템학부,학생부종합(SSU미래인재),DNA백신과 mRNA백신의 차이점을 말해볼까요?,(준비했던 내용이라 떨렸지만 잘 말함.),4fcfaffe-_______8.xlsx
숭실대학교(서울),의생명시스템학부,학생부종합(SSU미래인재),(꼬리질문) 코로나 19 백신에서 DNA백신도 있나요?,네 있습니다. 선 문 대 학 교 성 균 관 대 학 교 성 신 여 자 대 학 교 세 명 대 학 교 세 종 대 학 교 숙 명 여 자 대 학 교 순 천 대 학 교 순 천 향 대 학 교 숭 실 대 학 교 경상북도교육청연구원 경북진학지원센터 413 Ⅰ,4fcfaffe-_______8.xlsx
숭실대학교(서울),의생명시스템학부,학생부종합(SSU미래인재),(꼬리질문) DNA백신이 왜 mRNA 백신보다 제조과정이 어려울까요?,(탐구해본적 없는 내용이라 일단 DNA 관련 지식을 긁어 모아서 말함. 중간에 잠깐 생각할 시간도 주셨음),4fcfaffe-_______8.xlsx
숭실대학교(서울),의생명시스템학부,학생부종합(SSU미래인재),"DNA 전기영동 실험을 했는데, 전기영동에서 크기가 큰 DNA와 작은 DNA 중 무엇이 속도가 더 빠른가요?",(고민 후)크기가 큰 DNA가 더 빠릅니다.(아님. 작은 DNA가 더 빠름;;),4fcfaffe-_______8.xlsx
숭실대학교(서울),의생명시스템학부,학생부종합(SSU미래인재),빅데이터 분석 과목에서 배운 내용을 말해보세요.,저는 빅데이터 분석과목에서 ~의 데이터를 이용하여 데이터 테이블을 만들고 ~했습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),의생명시스템학부,학생부종합(SSU미래인재),(꼬리질문) (앞에 질문을 더 자세히 물어봄),(더 자세히 말함),4fcfaffe-_______8.xlsx
숭실대학교(서울),의생명시스템학부,학생부종합(SSU미래인재),마지막으로 할 말이 있나요?,~~제가 면접을 하며 실수한 부분도 있고 잘못된 부분도 있겠지만 앞으로 숭실대학교 의생명시스 템에서 더욱 열심히 배워~~~ 감사합니다,4fcfaffe-_______8.xlsx
숭실대학교(서울),일어일문학과,학생부종합(SSU 미래인재),되게 재밌는 활동을 했네요. 가장 기억에 남는 활동이 있나요?,저는 학생회 활동을 하면서 문화교류에 관심이 있는 친구들을 모아 실시간 프레젠테이션 수업을 진행했습니다. 저는 그 활동에서 순우리말을 가르쳤습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),일어일문학과,학생부종합(SSU 미래인재),왜 학생회장은 안 나갔나요?,1학년 때는 전교부회장밖에 나갈 수 없었고 2학년 때는 좀더 공부에 집중하고자 출마하지 않았 습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),일어일문학과,학생부종합(SSU 미래인재),엠비티아이가 E인가요?,넵 그렇습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),일어일문학과,학생부종합(SSU 미래인재),란도셀에 대해서 조사를 했네요 ?,넵. 란도셀에 대해 조사를 해보았습니다. 저는 이 활동에서 란도셀의 장점과 단점에 대해 탐구하 였는데 설명해 봐도 괜찮을까요?(교수님이 짧게 해보라함) 란도셀의 장점으로는 가방을 들어올려 지진 낙하물을 막을 수 있다는 것입니다. 또한 단점으로는 가격과 무게로 학생들과 학부모님들의 부담이 될 수 있다는 점이 있습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),일어일문학과,학생부종합(SSU 미래인재),되게 재미있는 조사를 했네요. 시티팝의 특징에 대해 조사를 했는데 어떤 탐구였죠?,"일본의 1970년대부터 1980년대까진 버블경제로 전례없는 경제성장을 경험했던 시기입니다. 이 때의 시티팝은 도시의 아름다움과 여유로움을 담고 있기도 하지만, 동시에 도시 생활의 쓸쓸함과 소외감을 담고 있다는 게 특징입니다.",4fcfaffe-_______8.xlsx
숭실대학교(서울),일어일문학과,학생부종합(SSU 미래인재),혹시 좋아하는 시티팝이 있나요 ?,저는 타케우치 마리야의 stay with me 라는 노래를 가장 좋아합니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),일어일문학과,학생부종합(SSU 미래인재),일본어로 자기소개가 가능한가요?,넵 제가 조금 준비한 게 있는데 해보겠습니다. (일본어로) 안녕하세요. ○○○입니다. 이 대학에 입학하기 위해 최선을 다해왔습니다. 이 대학에 입학하고 싶습니다.) / 교수님: 다른 데 가서는 이름 말하면 안 돼요~,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU미래인재),자소서에 화재방지 시스템에 대해 자세히 나와있는데 기억에 남는 과정이 있나요?,"가장 기억에 남는 과정은 첫 번째 과정인 내부저항 측정과정이었습니다. 가장 쉬울 것이라고 생각 했던만큼 잘 되지 않아 당황스러웠습니다. 하지만 그 과정에서 옴의 법칙을 활용하여 조건을 계속 바꿔가며 조원들과 계산을 하고, 새로운 해결방법으로 프로그램을 활용하여 결국 성공해내었던 것 이 기억에 남습니다.",4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU미래인재),전류적산법에 어떤 적분이 쓰였는지 설명해주실 수 있나요?,전류적산법은 미적분의 활용사례를 조사하며 접하게 되었습니다. 구체적인 계산과정을 찾아보았지 만 제 기억으로는 전류적산법에는 구체적인 식보다는 전류량을 구하는 원리 자체에 적분이 쓰인 것으로 알고 있습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU미래인재),라플라스 변환은 직접 적용해서 계산을 해보았나요?,직접 적용하여 계산을 하진 않고 유도 과정까지만 계산을 했습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU미래인재),"1/sin, 1/cos 함수에 대해 들어본 적 있나요?",음..sec 함수와 csc함수입니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU미래인재),부분적분이 무엇인가요?,"부분적분은 다양한 형태의 함수가 곱의 형태로 있을 때 적분하는 공식입니다. 유도과정으로는 f(x)g(x)라는 함수가 곱의 형태로 있을 때 곱의 미분을 활용해 f’(x)g(x)+f(x)g’(x)라는 식을 만들 고 이를 이항한 후, 각각을 적분하면 부분적분 식이 나오게 됩니다.",4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU미래인재),그때 좌변은 뭐죠?,인테그랄 f(x)g(x)입니다.(5초정도 걸림),4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU미래인재),복소수에 대해 배우셨나요?,넵 1학년 때 조금 배웠습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU미래인재),그러면 오일러 함수에 대해 말씀해주세요,오일러 함수..는 고등학교 때 배우지 않은 것 같습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU미래인재),그러면 a+bi와 c+di라는 복소수의 크기를 비교하는 법을 말씀해주세요,우선 실수부를 먼저 비교한 후에 허수부를.. 아 허수부는 대소비교가 불가능한 것으로 알고 있습니 다. (복소평면에 대해서 말을 하려다가 확신이 안 가서 말을 안 했는데 위의 질문이랑 이 질문 둘 다 복소평면에 대한 거였던..),4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU 미래인재),왜 숭실대학교에 지원하게 되었는지 자기소개해 보세요.,준비한 답변으로 답변함,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU 미래인재),우리 학과에서는 수학에 대해 많이 사용하는 거 아시죠?,네. 알고 있습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU 미래인재),그럼 질문 몇 개만 할게요. x의 범위가 0부터 360도일 때 cos  가 1/2보다 큰 범위는 어떻게 되 나요?,(잠시 고민 후) x가 0부터 π/4일 때 와 7π/4부터 2π까지에서 범위에서 cos  가 1/2보다 크게 나 타나게 됩니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU 미래인재),"y=x^2 그래프에서 (1,1) 위에서의 접선의 방정식을 어떻게 구해야 하나요?","y=x^2 그래프를 미분한다면 y'=2x가 되고 그 식에 x=1을 집어넣게 된다면 (1,1)점 위에서의 도 함수의 기울기를 구할 수 있게 된다. 그러면 기울기가 2가 되고 (1,1)위의 접선의 방정식이니 접 선의 방정식은 y=2(x-1)+1, 즉 y=2x-1이 되게 됩니다.",4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU 미래인재),미지의 각 x가 주어졌을 때에 sinx=3/5라면은 sin2x의 값은 어떻게 구하나요?,sin2x=2sinxcosx이기 때문에 sinx는 주어졌으니 sinx를 바탕으로 직각 삼각형을 그려 cosx값을 구해 sin2x를 구하는 식에 대입하여 구하게 됩니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU 미래인재),(좌면접관) 여기 압전소자를 활용한 에너지 하베스팅에 대해 효율성 분석을 하였다고 하였는데 어떤 과정으로 진행하였나요?,압전 소자는 압력을 받으면 전기를 생산하는 소자로 버려지는 에너지를 다시 사용할 방법이 없을 까 하여 조사해 보던 중 에너지 하베스팅에 대해 알게 되었고 그 중에서도 화학2를 배우면서 분 자의 구조가 변함에 따라 전기가 생산된다는 압전소자에 흥미가 생겨서 탐구를 진행하게 되었습 니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU 미래인재),굳이 압전 소자를 한 이유가 있을까요?,화학2 시간에서 분자의 구조에 대해 공부하였습니다. 그 과정에서 압전소자라는 것이 있음을 알 게 되었습니다. 압전소자의 원리는 압력을 가하면은 분자의 구조가 변화하면서 전자가 이동하여 전류가 흐르게 되고 전류를 흘린다면 압력이 발생하는 원리입니다. ◈ 숭실대학교 - 569 -,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU 미래인재),NMR 분석법은 어떻게 진행하였나요?,NMR 분석법에서 사용한 NMR기기는 실험실에서 사용되는 거대한 NMR기기가 아닌 코일을 활 용한 소형 기기입니다. NMR분석법은 핵자기 공명 분석법이라고 하는 분석 방법입니다. 이 방법 은 원자핵은 각자 고유의 스핀을 가지고 있는데 이 스핀은 원자핵마다 고유한 진동수를 가지고 있습니다. 그런 상태에서 원자핵과 동일한 주파수의 주파수를 걸게 된다면 원자핵이 순간적으로 뒤집히는 현상인 스핀플립 현상이 일어나게 됩니다. 그렇게 되었을 때에 원자핵이 뒤집혀서 측정 되는 주파수를 오실로스코프를 이용하여 측정하여 분자 내부 구조를 탐구하여 보는 실험입니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU 미래인재),이때 사용된 시료는 무엇인가요?,글리세롤을 사용하였습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU 미래인재),결괏값을 알려주실 수 있나요?,1:3:3:1 이었습니다(기억이 나지 않아 임의로 대답).,4fcfaffe-_______8.xlsx
숭실대학교(서울),전기공학부,학생부종합(SSU 미래인재),시간이 다 되었네요. 나가주시면 될 것 같습니다.,넵. 감사합니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부 IT융합전공,학생부종합(SSU 미래인재),IT 융합전공에 지원하게 된 동기?,숭실대 IT융합전공은 소트프웨어와 하드웨어를 함께 배우는 학과로 알고 있음. 고등학교에서 여 러 관련 활동을 하면서 흥미와~,4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부 IT융합전공,학생부종합(SSU 미래인재),학교 교과에는 없는 코딩 활동을 되게 많이 했는데 특별한 이유가 있나요?,원래 소프트웨어와 코딩에 관심이 있어서 다양한 교과의 주제와 맞게 코딩과 융합된 활동하면 해 당 학과의 역량도 키울 수 있고 저의 소프트웨어에 대한 관심을 보여줄 수 있다고 생각해서 다양 한 코딩활동을 함.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부 IT융합전공,학생부종합(SSU 미래인재),가장 기억에 남는 코딩 활동은 뭔가요?,스쿨존안전보호 시스템 제작 활동이 가장 기억에 남는다. ~~ 이런 문제를 발견하고 어떤 요소를 만들어서 하나의 시스템을 제작함. ~~ 일상에서 문제를 발견하고 그 문제를 해결하는 문제해결 능력과 창의성을 키울 수 있는 활동이었음.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부 IT융합전공,학생부종합(SSU 미래인재),하나의 시스템을 만들려면 되게 많은 코딩이 필요할 거고 많은 역할이 있었을 텐데 몇 명이 참여 한 활동이고 본인이 한 역할은 무엇인지 얘기해 주세요.,5명이서 한 활동이고 ~~ 요소를 제작할 때 코딩을 하고 어떤 부분이 회로를 구성하는 역할을 맡았음.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부 IT융합전공,학생부종합(SSU 미래인재),스쿨존 안전보호 시스템을 제작할 때 사용한 언어는 어떤 언어였나요?,마이크로비트는 블록코딩을 기반으로 하는 ~,4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부 IT융합전공,학생부종합(SSU 미래인재),범죄자 얼굴인식 알고리즘을 고안했다고 하는데 이건 어떤 활동인가요?,스쿨존 안전보호 시스템의 범죄자 얼굴인식 순찰차에 대한 피드백 이후 해결하기 위한 활동 ~~ 어느 cctv에서 범죄자의 얼굴이 찍힌다면 ~~~ 돌아간 각을 구하는 식을 구한 활동,4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부 IT융합전공,학생부종합(SSU 미래인재),그럼 범죄자 얼굴을 인식시키려면 어떤 기초 모델? 같은 게 있어야 될 텐데 어떻게 했나요?,"직접 뭔가 해본 활동이 아니었고, 식을 구할 때도 ~~ 이런 한계를 설정 해놓고 한 활동이었음.",4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부 IT융합전공,학생부종합(SSU 미래인재),뭔가 코딩으로 직접 프로그램을 제작한 활동은 아니고 수학적인 식만 구한?,네 맞습니다.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부 IT융합전공,학생부종합(SSU 미래인재),어떤 식으로 식을 구현?,~~ 활동한 내용 바탕으로 간단하게 설명드림.,4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부(IT융합전공),학생부종합(SSU미래인재),"CNN에 관해 설명해보세요. (2학년 토요진로스쿨, 3학년 동아리)","CNN은 이미지 인식에서 흔히 사용되는 알고리즘입니다. 딥러닝에서 주로 사용되는 알고리즘으로, 여러 중첩이 존재하고 이렇게 얽혀있는 각 단계에서 데이터 특징을 학습합니다. 단계가 반복되며 학습한 데이터에서 특징을 추출합니다. Q1-1: 더 설명할 거 없나요?",4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부(IT융합전공),학생부종합(SSU미래인재),더 설명할 거 없나요?,"CNN은 데이터의 정확도가 중요한데, 이를 위해서는 많은 데이터가 필요합니다. 많은 데이터를 확 보하기 위해서는 비용과 시간이 많이 소모되는데, 이를 해결하기 위해 전이 학습을 사용할 수 있 습니다. 전이 학습은 이미 데이터가 학습되어있는 모델을 활용해 다른 프로그램에 사용하는 것을 말합니다. 파인튜닝은 전이 학습의 한 방식으로 새 프로그램에 맞게 데이터를 일부만 재학습시키 는 것을 말합니다. Q1-2: 실제로 구현해본 것은 없나요?",4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부(IT융합전공),학생부종합(SSU미래인재),실제로 구현해본 것은 없나요?,"구현해본 것은 없고 이론 공부만 진행하였습니다. Q2: 마스크 착용 유무 인식 프로그램을 만들었는데, 이에 관해 설명해보세요. (2학년 동아리)",4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부(IT융합전공),학생부종합(SSU미래인재),"마스크 착용 유무 인식 프로그램을 만들었는데, 이에 관해 설명해보세요. (2학년 동아리)","구글 티쳐블 머신을 이용해 마스크를 착용한 얼굴의 사진과 미착용한 얼굴의 사진을 학습시켜 웹 캠을 통해 마스크 착용 여부를 인식할 수 있는 프로그램을 제작하였습니다. 이후 브레드보드에 발 광 다이오드와 부저, 저항을 연결해 회로를 구성한 후 제작한 프로그램과 연결해 마스크를 미착용 하였을 때 경고음이 울릴 수 있도록 완성하였습니다. Q2-1: 팀으로 진행한 거 같은데, 본인의 역할은 무엇이었나요?",4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부(IT융합전공),학생부종합(SSU미래인재),"팀으로 진행한 거 같은데, 본인의 역할은 무엇이었나요?",회로를 구성하는 담당이었습니다. 키트로 회로를 만들고 아두이노 코딩을 통해 회로를 작동시키는 것을 맡았습니다. Q2-2: 그러면 있는 것을 조립만 한 거 아닌가요? 아두이노 코딩도 이미 (코드가) 있는 걸로 아는데?,4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부(IT융합전공),학생부종합(SSU미래인재),그러면 있는 것을 조립만 한 거 아닌가요? 아두이노 코딩도 이미 (코드가) 있는 걸로 아는데?,그 부분을 직접 조립하고 해본 후 다른 친구들이 회로 부분을 더 잘 이해할 수 있게 설명하는 역 까지 담당했습니다. 또한 프로그램을 맡은 다른 친구들이 티쳐블 머신으로 마스크 인식 유무를 판 별하는 프로그램을 만드는 것을 보고 흥미가 생겨 이후 과학과제연구 시간에 티쳐블 머신을 활용 한 프로그램을 제작해보았습니다. (2학년 과학과제연구) Q2-3: 어떤 프로그램이었나요?,4fcfaffe-_______8.xlsx
숭실대학교(서울),전자정보공학부(IT융합전공),학생부종합(SSU미래인재),어떤 프로그램이었나요?,"감정 인식 프로그램을 만들었습니다. 티쳐블 머신에 기쁨, 슬픔, 놀람, 화남 등의 감정을 표현하고 있는 사진을 학습시켜 프로그램을 제작하였고, 웹캠으로 표정을 인식하면 어떤 감정인지를 알려주 는 프로그램이었습니다. 2024학년도 대입전형 면접후기 자료집Ⅱ◼◼ 446 _ 경상북도교육청연구원 경북진학지원센터 Q2-4: 이 활동도 팀 활동인가요? 조원은 몇 명이었나요? 역할은?",4fcfaffe-_______8.xlsx
